typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,634,QAT,Qatar,X,Export,842,USA,United States,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,,67975.823,67975.823,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,0,W00,World,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,171369833.43,171369833.43,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,4,AFG,Afghanistan,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,2.0,False,0.0,False,,75.5,75.5,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,8,ALB,Albania,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,457.51,False,0.0,False,,54424.63,54424.63,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,12,DZA,Algeria,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,218.04,False,0.0,False,,62023.08,62023.08,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,20,AND,Andorra,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,186.5,False,0.0,False,,658838.57,658838.57,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,24,AGO,Angola,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,55.6,False,0.0,False,,3464.01,3464.01,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,36,AUS,Australia,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,470.97,False,0.0,False,,455937.03,455937.03,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,40,AUT,Austria,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,10910.644,True,0.0,False,,2785788.26,2785788.26,4,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,51,ARM,Armenia,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,12.0,False,5,u,12.0,False,0.07,False,0.0,False,,220.17,220.17,0,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,56,BEL,Belgium,0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,6221.387,True,0.0,False,,498301.52,498301.52,4,False,True
C,A,20240101,2024,52,2024,642,ROU,Romania,X,Export,68,BOL,Bolivia (Plurinational State of),0,W00,World,H6,HS,True,8542,Electronic integrated circuits,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0.0,False,-1,,0.0,False,0.5,False,0.0,False,,234.81,234.81,0,False,True
